scenario,scenario_name,scenario_path,seed,ignition_pos,total_decision_steps,total_minutes,mission_hours,burnt_area_m2,fire_cost_eur,casualties,emissions_tonnes,moe_cumulative_reward,propagation_factor,episode_reward_sum,wall_seconds,run,policy_type,policy_name,policy_source
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,605328024,"(70884.65413402021, 71164.88655235525)",9,90.0,1.5,417275.0,58850.4,210.0,105.09,0.9984767120340187,0.0,-0.0011244202976348205,19.37639755010605,132,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1009388424,"(71180.21141748689, 71631.44379090238)",33,330.0,5.5,2424550.0,349475.6,1128.0,2178.25,0.9882392923727243,0.0,-0.011281738050835322,72.92454916238785,133,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,462177494,"(71349.1012937557, 72037.40918028913)",2,20.0,0.3333333333333333,2100.0,666.4,2.0,1.19,0.999990287861476,0.0,-1.9500282996132157e-06,6.448344862088561,134,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1487220832,"(71566.24542038329, 70395.3700679955)",20,200.0,3.3333333333333335,1449050.0,189980.0,678.0,339.25,0.9948018312254475,0.0,-0.004481349627893594,42.9855508999899,135,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1372953683,"(70782.11385200359, 69819.74750095513)",3,30.0,0.5,11050.0,2587.2,9.0,4.62,0.9999532942996613,0.0,-6.410549862390091e-06,7.627841433975846,136,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1813665612,"(70932.90838438459, 71213.36003168486)",17,170.0,2.8333333333333335,848725.0,119422.8,426.0,213.26,0.9969035559671569,0.0,-0.0028060514136107884,33.4074873724021,137,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1728842088,"(71071.63935417496, 70425.66599257616)",52,520.0,8.666666666666666,5248675.0,3910213.88,2390.0,1198.89,0.9812791001530926,0.0,-0.017587659177202952,123.38710959861055,138,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,2097930220,"(70733.85960164107, 70595.32317023026)",6,60.0,1.0,146675.0,23231.6,82.0,41.48,0.9994490813295582,0.0,-0.0003456899751063114,13.20163735607639,139,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,2069467440,"(71457.67335706763, 71140.64981268952)",50,500.0,8.333333333333334,5253600.0,680235.6,2347.0,2280.87,0.979244286661487,0.0,-0.019013195262098326,115.63659626198933,140,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1921790505,"(71765.2942031268, 69874.28016520105)",66,660.0,11.0,12515625.0,407492302.0,9389.0,5100.83,-0.052507804271737624,1.0,-1.0519382081973696,183.44359773304313,141,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
